system:index,id,latitude,longitude,longwave_radiation,pressure,shortwave_radiation,specific_humidity,temperature,time_convert,time,total_precipitation,wind_u,wind_v,windspeed,.geo
2503,A20220113_0700,44.20721803,-122.1194501,266.47,92308,0,0.0037619,4.69,1/13/22 7:00,1.64E+12,0,0.31,5.18,5.189267771,"{""type"":""MultiPoint"",""coordinates"":[]}"
2504,A20220113_0800,44.20721803,-122.1194501,266.45,92248.12,0,0.0040505,5.12,1/13/22 8:00,1.64E+12,0,1.24,6.06,6.185563838,"{""type"":""MultiPoint"",""coordinates"":[]}"
2505,A20220113_0900,44.20721803,-122.1194501,305.28,92188.34,0,0.0043392,5.54,1/13/22 9:00,1.64E+12,0,2.17,6.93,7.261804184,"{""type"":""MultiPoint"",""coordinates"":[]}"
2506,A20220113_1000,44.20721803,-122.1194501,305.28,92176.62,0,0.0046113,5.43,1/13/22 10:00,1.64E+12,0,2.51,6.09,6.58697199,"{""type"":""MultiPoint"",""coordinates"":[]}"
2507,A20220113_1100,44.20721803,-122.1194501,305.27,92164.26,0,0.0048833,5.32,1/13/22 11:00,1.64E+12,0,2.85,5.24,5.964905699,"{""type"":""MultiPoint"",""coordinates"":[]}"
2508,A20220113_1200,44.20721803,-122.1194501,325.79,92151.8,0,0.0051554,5.2,1/13/22 12:00,1.64E+12,0,3.19,4.39,5.426619574,"{""type"":""MultiPoint"",""coordinates"":[]}"
2509,A20220113_1300,44.20721803,-122.1194501,325.79,92176.4,0,0.0052125,5.15,1/13/22 13:00,1.64E+12,0.1082,3.42,4.97,6.033017487,"{""type"":""MultiPoint"",""coordinates"":[]}"
2510,A20220113_1400,44.20721803,-122.1194501,325.79,92201,0,0.0052694,5.1,1/13/22 14:00,1.64E+12,0.2012,3.66,5.55,6.64816516,"{""type"":""MultiPoint"",""coordinates"":[]}"
2511,A20220113_1500,44.20721803,-122.1194501,324.49,92225.6,0,0.0053265,5.06,1/13/22 15:00,1.64E+12,0.033,3.9,6.13,7.26545938,"{""type"":""MultiPoint"",""coordinates"":[]}"
2512,A20220113_1600,44.20721803,-122.1194501,324.5,92216.94,15.536,0.0052793,4.8,1/13/22 16:00,1.64E+12,0.0327,4.84,6.01,7.716586033,"{""type"":""MultiPoint"",""coordinates"":[]}"
2513,A20220113_1700,44.20721803,-122.1194501,324.52,92208.08,79.838,0.005232,4.54,1/13/22 17:00,1.64E+12,1.8097,5.79,5.89,8.259309899,"{""type"":""MultiPoint"",""coordinates"":[]}"
2514,A20220113_1800,44.20721803,-122.1194501,325.87,92199.12,92.189,0.0051849,4.28,1/13/22 18:00,1.64E+12,0.8452,6.74,5.77,8.872457382,"{""type"":""MultiPoint"",""coordinates"":[]}"
2515,A20220113_1900,44.20721803,-122.1194501,325.85,92225.2,116.84,0.005261,4.5,1/13/22 19:00,1.64E+12,1.1615,6.85,5.37,8.703987592,"{""type"":""MultiPoint"",""coordinates"":[]}"
2516,A20220113_2000,44.20721803,-122.1194501,325.84,92250.74,134.795,0.0053372,4.72,1/13/22 20:00,1.64E+12,0.3897,6.96,4.97,8.552338861,"{""type"":""MultiPoint"",""coordinates"":[]}"
2517,A20220113_2100,44.20721803,-122.1194501,326.71,92276.18,136.144,0.0054134,4.94,1/13/22 21:00,1.64E+12,0.2929,7.07,4.57,8.418420279,"{""type"":""MultiPoint"",""coordinates"":[]}"
2518,A20220113_2200,44.20721803,-122.1194501,326.71,92362.6,114.624,0.0054473,4.96,1/13/22 22:00,1.64E+12,0.1124,6.28,3.9,7.392455614,"{""type"":""MultiPoint"",""coordinates"":[]}"
2519,A20220113_2300,44.20721803,-122.1194501,326.7,92448.92,82.52,0.0054813,4.98,1/13/22 23:00,1.64E+12,0.0913,5.48,3.22,6.356005035,"{""type"":""MultiPoint"",""coordinates"":[]}"
2520,A20220114_0000,44.20721803,-122.1194501,318.56,92534.6,40.604,0.0055152,5,1/14/22 0:00,1.64E+12,0.6253,4.68,2.55,5.329624752,"{""type"":""MultiPoint"",""coordinates"":[]}"
2521,A20220114_0100,44.20721803,-122.1194501,318.58,92612.82,0,0.0054449,4.66,1/14/22 1:00,1.64E+12,0.5285,3.52,2.12,4.109111826,"{""type"":""MultiPoint"",""coordinates"":[]}"
2522,A20220114_0200,44.20721803,-122.1194501,318.59,92690.5,0,0.0053747,4.31,1/14/22 2:00,1.64E+12,0.0052,2.35,1.69,2.894581144,"{""type"":""MultiPoint"",""coordinates"":[]}"
2523,A20220114_0300,44.20721803,-122.1194501,295.06,92768.72,0,0.0053043,3.97,1/14/22 3:00,1.64E+12,0.0052,1.19,1.27,1.740402252,"{""type"":""MultiPoint"",""coordinates"":[]}"
2524,A20220114_0400,44.20721803,-122.1194501,295.09,92829.02,0,0.00514,3.36,1/14/22 4:00,1.64E+12,0.0052,1.15,1.31,1.743158054,"{""type"":""MultiPoint"",""coordinates"":[]}"
2525,A20220114_0500,44.20721803,-122.1194501,295.12,92888.78,0,0.0049757,2.75,1/14/22 5:00,1.64E+12,0.0052,1.11,1.36,1.755477143,"{""type"":""MultiPoint"",""coordinates"":[]}"
2526,A20220114_0600,44.20721803,-122.1194501,262.47,92948.44,0,0.0048115,2.14,1/14/22 6:00,1.64E+12,0.0052,1.08,1.4,1.768162888,"{""type"":""MultiPoint"",""coordinates"":[]}"
2527,A20220114_0700,44.20721803,-122.1194501,262.47,93033.42,0,0.0047513,2.03,1/14/22 7:00,1.64E+12,0,0.34,1.31,1.353403118,"{""type"":""MultiPoint"",""coordinates"":[]}"
2528,A20220114_0800,44.20721803,-122.1194501,262.48,93118.5,0,0.0046911,1.91,1/14/22 8:00,1.64E+12,0,-0.39,1.22,1.28082005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2529,A20220114_0900,44.20721803,-122.1194501,255.07,93203.48,0,0.0046312,1.8,1/14/22 9:00,1.64E+12,0,-1.12,1.13,1.591005971,"{""type"":""MultiPoint"",""coordinates"":[]}"
2530,A20220114_1000,44.20721803,-122.1194501,255.08,93213.86,0,0.0045413,1.47,1/14/22 10:00,1.64E+12,0,-1.73,0.83,1.918801709,"{""type"":""MultiPoint"",""coordinates"":[]}"
2531,A20220114_1100,44.20721803,-122.1194501,255.1,93223.6,0,0.0044513,1.14,1/14/22 11:00,1.64E+12,0,-2.33,0.53,2.38951878,"{""type"":""MultiPoint"",""coordinates"":[]}"
2532,A20220114_1200,44.20721803,-122.1194501,223.84,93233.88,0,0.0043611,0.8,1/14/22 12:00,1.64E+12,0,-2.94,0.23,2.948982876,"{""type"":""MultiPoint"",""coordinates"":[]}"
2533,A20220114_1300,44.20721803,-122.1194501,223.84,93221.7,0,0.0041889,0.64,1/14/22 13:00,1.64E+12,0,-3.04,0.43,3.070260575,"{""type"":""MultiPoint"",""coordinates"":[]}"
2534,A20220114_1400,44.20721803,-122.1194501,223.85,93208.98,0,0.0040166,0.47,1/14/22 14:00,1.64E+12,0,-3.14,0.62,3.200624939,"{""type"":""MultiPoint"",""coordinates"":[]}"
2535,A20220114_1500,44.20721803,-122.1194501,225.81,93196.8,0,0.0038443,0.3,1/14/22 15:00,1.64E+12,0,-3.24,0.81,3.339715557,"{""type"":""MultiPoint"",""coordinates"":[]}"
2536,A20220114_1600,44.20721803,-122.1194501,225.76,93209.14,36.24,0.0041265,1.73,1/14/22 16:00,1.64E+12,0,-3.16,0.96,3.302605032,"{""type"":""MultiPoint"",""coordinates"":[]}"
2537,A20220114_1700,44.20721803,-122.1194501,225.71,93222.12,181.279,0.0044083,3.15,1/14/22 17:00,1.64E+12,0,-3.08,1.1,3.270535124,"{""type"":""MultiPoint"",""coordinates"":[]}"
2538,A20220114_1800,44.20721803,-122.1194501,238.07,93234.46,329.567,0.0046892,4.58,1/14/22 18:00,1.64E+12,0,-2.99,1.25,3.240771513,"{""type"":""MultiPoint"",""coordinates"":[]}"
2539,A20220114_1900,44.20721803,-122.1194501,238.03,93163.26,417.496,0.00482,5.69,1/14/22 19:00,1.64E+12,0,-2.53,1.42,2.901258348,"{""type"":""MultiPoint"",""coordinates"":[]}"
2540,A20220114_2000,44.20721803,-122.1194501,237.99,93091.52,481.773,0.0049512,6.8,1/14/22 20:00,1.64E+12,0,-2.07,1.59,2.610172408,"{""type"":""MultiPoint"",""coordinates"":[]}"
2541,A20220114_2100,44.20721803,-122.1194501,243.31,93020.42,449.232,0.0050819,7.91,1/14/22 21:00,1.64E+12,0,-1.61,1.76,2.385309204,"{""type"":""MultiPoint"",""coordinates"":[]}"
2542,A20220114_2200,44.20721803,-122.1194501,243.32,93023.3,378.848,0.0051154,7.62,1/14/22 22:00,1.64E+12,0,-1.69,1.34,2.156780007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2543,A20220114_2300,44.20721803,-122.1194501,243.33,93025.54,273.824,0.0051494,7.33,1/14/22 23:00,1.64E+12,0,-1.77,0.93,1.999449924,"{""type"":""MultiPoint"",""coordinates"":[]}"
2544,A20220115_0000,44.20721803,-122.1194501,238.74,93028.32,97.708,0.0051833,7.04,1/15/22 0:00,1.64E+12,0,-1.86,0.51,1.928652379,"{""type"":""MultiPoint"",""coordinates"":[]}"
2545,A20220115_0100,44.20721803,-122.1194501,238.79,93003.7,0,0.0046461,5.74,1/15/22 1:00,1.64E+12,0,-2.43,0.58,2.498259394,"{""type"":""MultiPoint"",""coordinates"":[]}"
2546,A20220115_0200,44.20721803,-122.1194501,238.84,92979.08,0,0.0041074,4.44,1/15/22 2:00,1.64E+12,0,-3.01,0.65,3.079383055,"{""type"":""MultiPoint"",""coordinates"":[]}"
2547,A20220115_0300,44.20721803,-122.1194501,231.54,92953.82,0,0.0035682,3.14,1/15/22 3:00,1.64E+12,0,-3.58,0.719997559,3.651684061,"{""type"":""MultiPoint"",""coordinates"":[]}"
2548,A20220115_0400,44.20721803,-122.1194501,231.55,92950.4,0,0.0033755,2.97,1/15/22 4:00,1.64E+12,0,-3.13,0.42,3.158053198,"{""type"":""MultiPoint"",""coordinates"":[]}"
2549,A20220115_0500,44.20721803,-122.1194501,231.56,92946.24,0,0.0031828,2.8,1/15/22 5:00,1.64E+12,0,-2.68,0.13,2.683151133,"{""type"":""MultiPoint"",""coordinates"":[]}"
2550,A20220115_0600,44.20721803,-122.1194501,230.27,92942.72,0,0.0029903,2.63,1/15/22 6:00,1.64E+12,0,-2.23,-0.16,2.235732542,"{""type"":""MultiPoint"",""coordinates"":[]}"
2551,A20220115_0700,44.20721803,-122.1194501,230.27,92939.44,0,0.002934,2.54,1/15/22 7:00,1.64E+12,0,-2.27,0.17,2.276356738,"{""type"":""MultiPoint"",""coordinates"":[]}"
2552,A20220115_0800,44.20721803,-122.1194501,230.28,92936.16,0,0.0028778,2.46,1/15/22 8:00,1.64E+12,0,-2.31,0.51,2.36562888,"{""type"":""MultiPoint"",""coordinates"":[]}"
2553,A20220115_0900,44.20721803,-122.1194501,230.62,92932.24,0,0.0028215,2.38,1/15/22 9:00,1.64E+12,0,-2.36,0.85,2.508405868,"{""type"":""MultiPoint"",""coordinates"":[]}"
2554,A20220115_1000,44.20721803,-122.1194501,230.62,92904.52,0,0.0027786,2.31,1/15/22 10:00,1.64E+12,0,-2.34,0.64,2.425943116,"{""type"":""MultiPoint"",""coordinates"":[]}"
2555,A20220115_1100,44.20721803,-122.1194501,230.62,92876.16,0,0.0027357,2.24,1/15/22 11:00,1.64E+12,0,-2.33,0.43,2.369345901,"{""type"":""MultiPoint"",""coordinates"":[]}"
2556,A20220115_1200,44.20721803,-122.1194501,223.94,92847.7,0,0.0026929,2.17,1/15/22 12:00,1.64E+12,0,-2.31,0.22,2.320452542,"{""type"":""MultiPoint"",""coordinates"":[]}"
2557,A20220115_1300,44.20721803,-122.1194501,223.94,92841.1,0,0.0026986,2.24,1/15/22 13:00,1.64E+12,0,-2.05,0.16,2.056234422,"{""type"":""MultiPoint"",""coordinates"":[]}"
2558,A20220115_1400,44.20721803,-122.1194501,223.94,92835.14,0,0.0027044,2.32,1/15/22 14:00,1.64E+12,0,-1.78,0.11,1.783395638,"{""type"":""MultiPoint"",""coordinates"":[]}"
2559,A20220115_1500,44.20721803,-122.1194501,229.54,92828.44,0,0.0027104,2.39,1/15/22 15:00,1.64E+12,0,-1.52,0.05,1.520822146,"{""type"":""MultiPoint"",""coordinates"":[]}"
2560,A20220115_1600,44.20721803,-122.1194501,229.5,92804.1,37.184,0.0031024,3.55,1/15/22 16:00,1.64E+12,0,-1.78,0.07,1.781375873,"{""type"":""MultiPoint"",""coordinates"":[]}"
2561,A20220115_1700,44.20721803,-122.1194501,229.45,92779.46,180.944,0.003494,4.71,1/15/22 17:00,1.64E+12,0,-2.03,0.09,2.031994094,"{""type"":""MultiPoint"",""coordinates"":[]}"
2562,A20220115_1800,44.20721803,-122.1194501,242.03,92754.72,334.469,0.0038847,5.88,1/15/22 18:00,1.64E+12,0,-2.29,0.11,2.292640399,"{""type"":""MultiPoint"",""coordinates"":[]}"
2563,A20220115_1900,44.20721803,-122.1194501,242,92688.52,423.488,0.0040956,6.7,1/15/22 19:00,1.64E+12,0,-1.65,0.06,1.651090549,"{""type"":""MultiPoint"",""coordinates"":[]}"
2564,A20220115_2000,44.20721803,-122.1194501,241.96,92622.32,488.795,0.0043063,7.53,1/15/22 20:00,1.64E+12,0,-1.02,0.01,1.020049018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2565,A20220115_2100,44.20721803,-122.1194501,247.1,92555.48,452.032,0.0045166,8.35,1/15/22 21:00,1.64E+12,0,-0.39,-0.04,0.392045916,"{""type"":""MultiPoint"",""coordinates"":[]}"
2566,A20220115_2200,44.20721803,-122.1194501,247.1,92568.38,381.872,0.0046493,7.94,1/15/22 22:00,1.64E+12,0,-0.57,-0.3,0.644127317,"{""type"":""MultiPoint"",""coordinates"":[]}"
2567,A20220115_2300,44.20721803,-122.1194501,247.11,92581.92,277.088,0.004782,7.53,1/15/22 23:00,1.64E+12,0,-0.74,-0.57,0.934077085,"{""type"":""MultiPoint"",""coordinates"":[]}"
2568,A20220116_0000,44.20721803,-122.1194501,239.34,92594.52,81.308,0.0049151,7.11,1/16/22 0:00,1.64E+12,0,-0.92,-0.83,1.239072234,"{""type"":""MultiPoint"",""coordinates"":[]}"
2569,A20220116_0100,44.20721803,-122.1194501,239.39,92590.06,0,0.0043022,5.96,1/16/22 1:00,1.64E+12,0,-1.31,-0.93,1.606549097,"{""type"":""MultiPoint"",""coordinates"":[]}"
2570,A20220116_0200,44.20721803,-122.1194501,239.45,92586.24,0,0.0036886,4.8,1/16/22 2:00,1.64E+12,0,-1.7,-1.04,1.992887353,"{""type"":""MultiPoint"",""coordinates"":[]}"
2571,A20220116_0300,44.20721803,-122.1194501,237.94,92581.78,0,0.0030737,3.64,1/16/22 3:00,1.64E+12,0,-2.09,-1.15,2.385497852,"{""type"":""MultiPoint"",""coordinates"":[]}"
2572,A20220116_0400,44.20721803,-122.1194501,237.95,92610.8,0,0.0030493,3.22,1/16/22 4:00,1.64E+12,0,-2.45,-0.83,2.586774053,"{""type"":""MultiPoint"",""coordinates"":[]}"
2573,A20220116_0500,44.20721803,-122.1194501,237.96,92639.72,0,0.0030243,2.8,1/16/22 5:00,1.64E+12,0,-2.81,-0.5,2.854137348,"{""type"":""MultiPoint"",""coordinates"":[]}"
2574,A20220116_0600,44.20721803,-122.1194501,236.53,92669.38,0,0.0029996,2.38,1/16/22 6:00,1.64E+12,0,-3.17,-0.18,3.175106297,"{""type"":""MultiPoint"",""coordinates"":[]}"
2575,A20220116_0700,44.20721803,-122.1194501,236.53,92629.52,0,0.0029523,2.3,1/16/22 7:00,1.64E+12,0,-2.82,0.19,2.826393462,"{""type"":""MultiPoint"",""coordinates"":[]}"
2576,A20220116_0800,44.20721803,-122.1194501,236.54,92590.3,0,0.0029053,2.22,1/16/22 8:00,1.64E+12,0,-2.47,0.57,2.534916172,"{""type"":""MultiPoint"",""coordinates"":[]}"
2577,A20220116_0900,44.20721803,-122.1194501,236.9,92550.34,0,0.0028582,2.14,1/16/22 9:00,1.64E+12,0,-2.12,0.94,2.31905153,"{""type"":""MultiPoint"",""coordinates"":[]}"
2578,A20220116_1000,44.20721803,-122.1194501,236.9,92520.04,0,0.0028223,2.16,1/16/22 10:00,1.64E+12,0,-2.21,0.8,2.350340401,"{""type"":""MultiPoint"",""coordinates"":[]}"
2579,A20220116_1100,44.20721803,-122.1194501,236.9,92489.1,0,0.0027864,2.19,1/16/22 11:00,1.64E+12,0,-2.31,0.65,2.399708316,"{""type"":""MultiPoint"",""coordinates"":[]}"
2580,A20220116_1200,44.20721803,-122.1194501,236.54,92458.16,0,0.0027509,2.21,1/16/22 12:00,1.64E+12,0,-2.41,0.51,2.463371673,"{""type"":""MultiPoint"",""coordinates"":[]}"
2581,A20220116_1300,44.20721803,-122.1194501,236.54,92444.8,0,0.0028632,2.06,1/16/22 13:00,1.64E+12,0,-2.4,0.52,2.455687277,"{""type"":""MultiPoint"",""coordinates"":[]}"
2582,A20220116_1400,44.20721803,-122.1194501,236.54,92430.7,0,0.0029758,1.91,1/16/22 14:00,1.64E+12,0,-2.4,0.53,2.457824241,"{""type"":""MultiPoint"",""coordinates"":[]}"
2583,A20220116_1500,44.20721803,-122.1194501,238.95,92416.6,0,0.0030882,1.75,1/16/22 15:00,1.64E+12,0,-2.39,0.53,2.448060457,"{""type"":""MultiPoint"",""coordinates"":[]}"
2584,A20220116_1600,44.20721803,-122.1194501,238.89,92393.34,38.608,0.0033428,3.15,1/16/22 16:00,1.64E+12,0,-2.47,0.46,2.512468905,"{""type"":""MultiPoint"",""coordinates"":[]}"
2585,A20220116_1700,44.20721803,-122.1194501,238.84,92370.52,182.53,0.0035972,4.55,1/16/22 17:00,1.64E+12,0,-2.54,0.38,2.568267899,"{""type"":""MultiPoint"",""coordinates"":[]}"
2586,A20220116_1800,44.20721803,-122.1194501,246.85,92348.14,334.223,0.0038511,5.95,1/16/22 18:00,1.64E+12,0,-2.62,0.3,2.637119641,"{""type"":""MultiPoint"",""coordinates"":[]}"
2587,A20220116_1900,44.20721803,-122.1194501,246.83,92317.06,422.922,0.0039176,6.7,1/16/22 19:00,1.64E+12,0,-2.45,0.05,2.450510151,"{""type"":""MultiPoint"",""coordinates"":[]}"
2588,A20220116_2000,44.20721803,-122.1194501,246.8,92286.62,488.23,0.003984,7.45,1/16/22 20:00,1.64E+12,0,-2.29,-0.21,2.299608662,"{""type"":""MultiPoint"",""coordinates"":[]}"
2589,A20220116_2100,44.20721803,-122.1194501,248.94,92255.54,453.728,0.0040505,8.2,1/16/22 21:00,1.64E+12,0,-2.13,-0.46,2.179105321,"{""type"":""MultiPoint"",""coordinates"":[]}"
2590,A20220116_2200,44.20721803,-122.1194501,248.95,92188.62,383.968,0.004123,7.82,1/16/22 22:00,1.64E+12,0,-1.82,-0.35,1.853348321,"{""type"":""MultiPoint"",""coordinates"":[]}"
2591,A20220116_2300,44.20721803,-122.1194501,248.96,92121.06,279.688,0.0041953,7.44,1/16/22 23:00,1.64E+12,0,-1.52,-0.24,1.538830725,"{""type"":""MultiPoint"",""coordinates"":[]}"
2592,A20220117_0000,44.20721803,-122.1194501,247.13,92053.2,83.628,0.0042675,7.05,1/17/22 0:00,1.64E+12,0,-1.21,-0.13,1.216963434,"{""type"":""MultiPoint"",""coordinates"":[]}"
2593,A20220117_0100,44.20721803,-122.1194501,247.17,92051.52,0,0.0038785,6.08,1/17/22 1:00,1.64E+12,0,-1.5,-0.06,1.50119952,"{""type"":""MultiPoint"",""coordinates"":[]}"
2594,A20220117_0200,44.20721803,-122.1194501,247.22,92050.48,0,0.0034892,5.11,1/17/22 2:00,1.64E+12,0,-1.78,0.02,1.780112356,"{""type"":""MultiPoint"",""coordinates"":[]}"
2595,A20220117_0300,44.20721803,-122.1194501,266.92,92048.7,0,0.0030989,4.14,1/17/22 3:00,1.64E+12,0,-2.07,0.09,2.071955598,"{""type"":""MultiPoint"",""coordinates"":[]}"
2596,A20220117_0400,44.20721803,-122.1194501,266.91,92051.98,0,0.0032192,4.25,1/17/22 4:00,1.64E+12,0,-1.97,0.17,1.977321421,"{""type"":""MultiPoint"",""coordinates"":[]}"
2597,A20220117_0500,44.20721803,-122.1194501,266.9,92054.72,0,0.0033394,4.36,1/17/22 5:00,1.64E+12,0,-1.86,0.25,1.876725872,"{""type"":""MultiPoint"",""coordinates"":[]}"
2598,A20220117_0600,44.20721803,-122.1194501,283.75,92058,0,0.0034598,4.47,1/17/22 6:00,1.64E+12,0,-1.76,0.33,1.790670266,"{""type"":""MultiPoint"",""coordinates"":[]}"
2599,A20220117_0700,44.20721803,-122.1194501,283.76,92025.6,0,0.0034899,4.09,1/17/22 7:00,1.64E+12,0,-1.43,1.04,1.768191166,"{""type"":""MultiPoint"",""coordinates"":[]}"
2600,A20220117_0800,44.20721803,-122.1194501,283.78,91993.2,0,0.0035199,3.72,1/17/22 8:00,1.64E+12,0,-1.1,1.75,2.067002661,"{""type"":""MultiPoint"",""coordinates"":[]}"
2601,A20220117_0900,44.20721803,-122.1194501,283.01,91960.06,0,0.00355,3.34,1/17/22 9:00,1.64E+12,0,-0.77,2.45,2.568151086,"{""type"":""MultiPoint"",""coordinates"":[]}"
2602,A20220117_1000,44.20721803,-122.1194501,283.02,91881.66,0,0.0035256,3.22,1/17/22 10:00,1.64E+12,0,-0.440002441,2.22,2.263184073,"{""type"":""MultiPoint"",""coordinates"":[]}"
2603,A20220117_1100,44.20721803,-122.1194501,283.02,91803.26,0,0.0035012,3.09,1/17/22 11:00,1.64E+12,0,-0.120002441,1.99,1.993614954,"{""type"":""MultiPoint"",""coordinates"":[]}"
2604,A20220117_1200,44.20721803,-122.1194501,304.01,91724.22,0,0.0034764,2.97,1/17/22 12:00,1.64E+12,0,0.2,1.75,1.761391495,"{""type"":""MultiPoint"",""coordinates"":[]}"
2605,A20220117_1300,44.20721803,-122.1194501,303.99,91728.3,0,0.0036003,3.15,1/17/22 13:00,1.64E+12,0,0.85,1.41,1.64638999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2606,A20220117_1400,44.20721803,-122.1194501,303.98,91733.02,0,0.0037239,3.34,1/17/22 14:00,1.64E+12,0,1.49,1.06,1.828578683,"{""type"":""MultiPoint"",""coordinates"":[]}"
2607,A20220117_1500,44.20721803,-122.1194501,289.59,91737.1,0,0.0038474,3.52,1/17/22 15:00,1.64E+12,0,2.13,0.72,2.248399431,"{""type"":""MultiPoint"",""coordinates"":[]}"
2608,A20220117_1600,44.20721803,-122.1194501,289.56,91773.96,31.84,0.0039622,4.22,1/17/22 16:00,1.64E+12,0,1.98,1.28,2.357710754,"{""type"":""MultiPoint"",""coordinates"":[]}"
2609,A20220117_1700,44.20721803,-122.1194501,289.53,91810.52,146.179,0.0040768,4.92,1/17/22 17:00,1.64E+12,0,1.82,1.83,2.580949438,"{""type"":""MultiPoint"",""coordinates"":[]}"
2610,A20220117_1800,44.20721803,-122.1194501,267.23,91847.62,313.307,0.0041915,5.62,1/17/22 18:00,1.64E+12,0,1.67,2.39,2.915647441,"{""type"":""MultiPoint"",""coordinates"":[]}"
2611,A20220117_1900,44.20721803,-122.1194501,267.21,91824.44,396.211,0.0042289,6.12,1/17/22 19:00,1.64E+12,0,1.52,2.02,2.528003165,"{""type"":""MultiPoint"",""coordinates"":[]}"
2612,A20220117_2000,44.20721803,-122.1194501,267.19,91801.8,457.453,0.004266,6.62,1/17/22 20:00,1.64E+12,0,1.38,1.66,2.158703314,"{""type"":""MultiPoint"",""coordinates"":[]}"
2613,A20220117_2100,44.20721803,-122.1194501,269.19,91779.16,435.504,0.0043035,7.12,1/17/22 21:00,1.64E+12,0,1.23,1.29,1.782414093,"{""type"":""MultiPoint"",""coordinates"":[]}"
2614,A20220117_2200,44.20721803,-122.1194501,269.2,91779.46,369.168,0.0043757,6.83,1/17/22 22:00,1.64E+12,0,1.2,1.12,1.641462762,"{""type"":""MultiPoint"",""coordinates"":[]}"
2615,A20220117_2300,44.20721803,-122.1194501,269.21,91780.2,269.96,0.0044477,6.54,1/17/22 23:00,1.64E+12,0,1.17,0.95,1.507116452,"{""type"":""MultiPoint"",""coordinates"":[]}"
2616,A20220118_0000,44.20721803,-122.1194501,240.66,91780.84,107.052,0.0045198,6.25,1/18/22 0:00,1.64E+12,0,1.13,0.78,1.373062271,"{""type"":""MultiPoint"",""coordinates"":[]}"
2617,A20220118_0100,44.20721803,-122.1194501,240.71,91826.5,0,0.0040398,5.11,1/18/22 1:00,1.64E+12,0,1.57,1.2,1.976081982,"{""type"":""MultiPoint"",""coordinates"":[]}"
2618,A20220118_0200,44.20721803,-122.1194501,240.76,91872.16,0,0.0035587,3.97,1/18/22 2:00,1.64E+12,0,2.01,1.62,2.58156929,"{""type"":""MultiPoint"",""coordinates"":[]}"
2619,A20220118_0300,44.20721803,-122.1194501,237.83,91918.46,0,0.003077,2.84,1/18/22 3:00,1.64E+12,0,2.45,2.04,3.188118567,"{""type"":""MultiPoint"",""coordinates"":[]}"
2620,A20220118_0400,44.20721803,-122.1194501,237.83,91944.1,0,0.003162,2.51,1/18/22 4:00,1.64E+12,0,1.97,2.42,3.120464709,"{""type"":""MultiPoint"",""coordinates"":[]}"
2621,A20220118_0500,44.20721803,-122.1194501,237.84,91969.84,0,0.0032468,2.19,1/18/22 5:00,1.64E+12,0,1.49,2.8,3.17176607,"{""type"":""MultiPoint"",""coordinates"":[]}"
2622,A20220118_0600,44.20721803,-122.1194501,261.54,91996.12,0,0.0033318,1.87,1/18/22 6:00,1.64E+12,0,1.02,3.18,3.339580812,"{""type"":""MultiPoint"",""coordinates"":[]}"
2623,A20220118_0700,44.20721803,-122.1194501,261.53,92015.8,0,0.0035175,2.09,1/18/22 7:00,1.64E+12,0,1.24,2.82,3.08058436,"{""type"":""MultiPoint"",""coordinates"":[]}"
2624,A20220118_0800,44.20721803,-122.1194501,261.51,92035.48,0,0.003703,2.31,1/18/22 8:00,1.64E+12,0,1.46,2.47,2.869233347,"{""type"":""MultiPoint"",""coordinates"":[]}"
2625,A20220118_0900,44.20721803,-122.1194501,308.35,92055.16,0,0.0038884,2.53,1/18/22 9:00,1.64E+12,0,1.68,2.12,2.70495841,"{""type"":""MultiPoint"",""coordinates"":[]}"
2626,A20220118_1000,44.20721803,-122.1194501,308.34,92049.98,0,0.0040465,2.68,1/18/22 10:00,1.64E+12,0,1.61,1.94,2.521051368,"{""type"":""MultiPoint"",""coordinates"":[]}"
2627,A20220118_1100,44.20721803,-122.1194501,308.33,92045.44,0,0.0042046,2.84,1/18/22 11:00,1.64E+12,0,1.53,1.77,2.339615353,"{""type"":""MultiPoint"",""coordinates"":[]}"
2628,A20220118_1200,44.20721803,-122.1194501,282.6,92040.26,0,0.0043627,2.99,1/18/22 12:00,1.64E+12,0,1.45,1.6,2.159282288,"{""type"":""MultiPoint"",""coordinates"":[]}"
2629,A20220118_1300,44.20721803,-122.1194501,282.61,92046.14,0,0.0043791,2.67,1/18/22 13:00,1.64E+12,0,1.64,1.55,2.256568191,"{""type"":""MultiPoint"",""coordinates"":[]}"
2630,A20220118_1400,44.20721803,-122.1194501,282.62,92052.56,0,0.0043953,2.35,1/18/22 14:00,1.64E+12,0,1.82,1.5,2.358474083,"{""type"":""MultiPoint"",""coordinates"":[]}"
2631,A20220118_1500,44.20721803,-122.1194501,280.97,92058.98,0,0.0044119,2.03,1/18/22 15:00,1.64E+12,0,2,1.45,2.470323865,"{""type"":""MultiPoint"",""coordinates"":[]}"
2632,A20220118_1600,44.20721803,-122.1194501,280.93,92044.18,33.248,0.0045959,2.96,1/18/22 16:00,1.64E+12,0,1.95,1.88,2.708671261,"{""type"":""MultiPoint"",""coordinates"":[]}"
